GeneID,Symbol,Synonyms,chromosome,Ensembl,HGNC,MIM,type_of_gene
1075,CTSC,CPPI|DPP-I|DPP1|DPPI|HMS|JP|JPD|PALS|PDON1|PLS,11,ENSG00000109861,HGNC:2528,602365,protein-coding
1080,CFTR,ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1,7,ENSG00000001626,HGNC:1884,602421,protein-coding
1081,CGA,CG-ALPHA|FSHA|GPA1|GPHA1|GPHa|HCG|LHA|TSHA,6,ENSG00000135346,HGNC:1885,118850,protein-coding
1082,CGB3,CGB|CGB5|CGB7|CGB8|LHB|hCGB,19,ENSG00000104827,HGNC:1886,118860,protein-coding
1083,CGF1,-,X,,,300082,unknown
1084,CEACAM3,CD66D|CEA|CGM1|CGM1a|W264|W282,19,ENSG00000170956,HGNC:1815,609142,protein-coding
1085,CEACAMP5,CEACAM26P|CGM12,19,,HGNC:1827,,pseudo
1086,CEACAMP11,CEACAM32P|CGM18,19,,HGNC:1823,,pseudo
1087,CEACAM7,CGM2,19,ENSG00000007306,HGNC:1819,619160,protein-coding
1088,CEACAM8,CD66b|CD67|CGM6|NCA-95,19,ENSG00000124469,HGNC:1820,615747,protein-coding
1089,CEACAM4,CGM7|CGM7_HUMAN|NCA,19,ENSG00000105352,HGNC:1816,619159,protein-coding
1090,CEACAMP1,CEACAM22P|CGM8,19,ENSG00000233681,HGNC:1821,,pseudo
1091,CEACAMP2,CEACAM23P|CGM9,19,,HGNC:1824,,pseudo
1092,CEACAMP3,CEACAM24P|CGM10,19,,HGNC:1825,,pseudo
1093,CEACAMP4,CEACAM25P|CGM11,19,,HGNC:1826,,pseudo
1094,CEACAMP6,CEACAM27P|CGM13,19,,HGNC:1828,,pseudo
1095,CEACAMP7,CEACAM28P|CGM14,19,ENSG00000227349,HGNC:1829,,pseudo
1096,CEACAMP8,CEACAM29P|CGM15,19,,HGNC:1830,,pseudo
1097,CEACAMP9,CEACAM30P|CGM16,19,ENSG00000230529,HGNC:1831,,pseudo
1098,CEACAMP10,CEACAM31P|CGM17,19,ENSG00000241104,HGNC:1822,,pseudo
1101,CHAD,SLRR4A,17,ENSG00000136457,HGNC:1909,602178,protein-coding
1102,RCBTB2,CHC1L|RLG,13,ENSG00000136161,HGNC:1914,603524,protein-coding
1103,CHAT,CHOACTASE|CMS1A|CMS1A2|CMS6,10,ENSG00000070748,HGNC:1912,118490,protein-coding
1104,RCC1,CHC1|RCC1-I,1,ENSG00000180198,HGNC:1913,179710,protein-coding
1105,CHD1,CHD-1|PILBOS,5,ENSG00000153922,HGNC:1915,602118,protein-coding
1106,CHD2,DEE94|EEOC,15,ENSG00000173575,HGNC:1917,602119,protein-coding
1107,CHD3,Mi-2a|Mi2-ALPHA|SNIBCPS|ZFH,17,ENSG00000170004,HGNC:1918,602120,protein-coding
1108,CHD4,CHD-4|Mi-2b|Mi2-BETA|SIHIWES,12,ENSG00000111642,HGNC:1919,603277,protein-coding
1109,AKR1C4,3-alpha-HSD|C11|CDR|CHDR|DD-4|DD4|HAKRA,10,ENSG00000198610,HGNC:387,600451,protein-coding
1111,CHEK1,CHK1|OZEMA21,11,ENSG00000149554,HGNC:1925,603078,protein-coding
1112,FOXN3,C14orf116|CHES1|PRO1635,14,ENSG00000053254,HGNC:1928,602628,protein-coding
1113,CHGA,CGA|PHE5|PHES,14,ENSG00000100604,HGNC:1929,118910,protein-coding
1114,CHGB,SCG1,20,ENSG00000089199,HGNC:1930,118920,protein-coding
1116,CHI3L1,ASRT7|CGP-39|GP-39|GP39|HC-gp39|HCGP-3P|YK-40|YKL-40|YKL40|YYL-40|hCGP-39,1,ENSG00000133048,HGNC:1932,601525,protein-coding
1117,CHI3L2,CHIL2|YKL-39|YKL39,1,ENSG00000064886,HGNC:1933,601526,protein-coding
1118,CHIT1,CHI3|CHIT|CHITD,1,ENSG00000133063,HGNC:1936,600031,protein-coding
1119,CHKA,CHK|CK|CKI|EK|NEDMIMS,11,ENSG00000110721,HGNC:1937,118491,protein-coding
1120,CHKB,CHETK|CHKL|CK|CKB|CKEKB|EK|EKB|MDCMC,22,ENSG00000100288,HGNC:1938,612395,protein-coding
1121,CHM,DXS540|GGTA|HSD-32|REP-1|TCD,X,ENSG00000188419,HGNC:1940,300390,protein-coding
1122,CHML,REP2,1,ENSG00000203668,HGNC:1941,118825,protein-coding
1123,CHN1,ARHGAP2|CHN|DURS2|NC|RHOGAP2,2,ENSG00000128656,HGNC:1943,118423,protein-coding
1124,CHN2,ARHGAP3|BCH|CHN2-3|RHOGAP3,7,ENSG00000106069,HGNC:1944,602857,protein-coding
1128,CHRM1,HM1|M1|M1R,11,ENSG00000168539,HGNC:1950,118510,protein-coding
1129,CHRM2,HM2,7,ENSG00000181072,HGNC:1951,118493,protein-coding
1130,LYST,CHS|CHS1|Mauve,1,ENSG00000143669,HGNC:1968,606897,protein-coding
1131,CHRM3,EGBRS|HM3|PBS|m3AChR,1,ENSG00000133019,HGNC:1952,118494,protein-coding
1132,CHRM4,HM4|M4R,11,ENSG00000180720,HGNC:1953,118495,protein-coding
1133,CHRM5,HM5,15,ENSG00000184984,HGNC:1954,118496,protein-coding
1134,CHRNA1,ACHRA|ACHRD|CHRNA|CMS1A|CMS1B|CMS2A|FCCMS|SCCMS,2,ENSG00000138435,HGNC:1955,100690,protein-coding
1135,CHRNA2,-,8,ENSG00000120903,HGNC:1956,118502,protein-coding
1136,CHRNA3,BAIPRCK|LNCR2|NACHRA3|PAOD2,15,ENSG00000080644,HGNC:1957,118503,protein-coding
1137,CHRNA4,BFNC|EBN|EBN1|NACHR|NACHRA4|NACRA4,20,ENSG00000101204,HGNC:1958,118504,protein-coding
1138,CHRNA5,LNCR2,15,ENSG00000169684,HGNC:1959,118505,protein-coding
1139,CHRNA7,CHRNA7-2|NACHRA7,15,ENSG00000175344,HGNC:1960,118511,protein-coding
1140,CHRNB1,ACHRB|CHRNB|CMS1D|CMS2A|CMS2C|SCCMS,17,ENSG00000170175,HGNC:1961,100710,protein-coding
1141,CHRNB2,EFNL3|nAChRB2,1,ENSG00000160716,HGNC:1962,118507,protein-coding
1142,CHRNB3,-,8,ENSG00000147432,HGNC:1963,118508,protein-coding
1143,CHRNB4,-,15,ENSG00000117971,HGNC:1964,118509,protein-coding
1144,CHRND,ACHRD|CMS2A|CMS3A|CMS3B|CMS3C|FCCMS|SCCMS,2,ENSG00000135902,HGNC:1965,100720,protein-coding
1145,CHRNE,ACHRE|CMS1A1|CMS1D|CMS1E|CMS2A|CMS4A|CMS4B|CMS4C|FCCMS|FIM1|FIMG|FIMG1|MGI|SCCMS,17,ENSG00000108556,HGNC:1966,100725,protein-coding
1146,CHRNG,ACHRG,2,ENSG00000196811,HGNC:1967,100730,protein-coding
1147,CHUK,BPS2|IKBKA|IKK-1|IKK-alpha|IKK1|IKKA|NFKBIKA|TCF16,10,ENSG00000213341,HGNC:1974,600664,protein-coding
1149,CIDEA,CIDE-A,18,ENSG00000176194,HGNC:1976,604440,protein-coding
1152,CKB,B-CK|BCK|CKBB|CPK-B|HEL-211|HEL-S-29,14,ENSG00000166165,HGNC:1991,123280,protein-coding
1153,CIRBP,CIRP,19,ENSG00000099622,HGNC:1982,602649,protein-coding
1154,CISH,BACTS2|CIS|CIS-1|G18|SOCS,3,ENSG00000114737,HGNC:1984,602441,protein-coding
1155,TBCB,CG22|CKAP1|CKAPI,19,ENSG00000105254,HGNC:1989,601303,protein-coding
1156,CKBE,-,14,,,123270,unknown
1157,CKBP1,-,16,,HGNC:1993,,pseudo
1158,CKM,CKMM|CPK-M|M-CK,19,ENSG00000104879,HGNC:1994,123310,protein-coding
1159,CKMT1B,CKMT|CKMT1|UMTCK,15,ENSG00000237289,HGNC:1995,123290,protein-coding
1160,CKMT2,SMTCK,5,ENSG00000131730,HGNC:1996,123295,protein-coding
1161,ERCC8,CKN1|CSA|UVSS2,5,ENSG00000049167,HGNC:3439,609412,protein-coding
1163,CKS1B,CKS1|PNAS-16|PNAS-18|ckshs1,1,ENSG00000173207,HGNC:19083,116900,protein-coding
1164,CKS2,CKSHS2,9,ENSG00000123975,HGNC:2000,116901,protein-coding
1167,CLA3,CPD1|SCAR6,20,,,608029,unknown
1173,AP2M1,AP50|CLAPM1|MRD60|mu2,3,ENSG00000161203,HGNC:564,601024,protein-coding
1174,AP1S1,AP19|CLAPS1|EKV3|MEDNIK|SIGMA1A,7,ENSG00000106367,HGNC:559,603531,protein-coding
1175,AP2S1,AP17|CLAPS2|FBH3|FBHOk|HHC3,19,ENSG00000042753,HGNC:565,602242,protein-coding
1176,AP3S1,CLAPS3|Sigma3A,5,ENSG00000177879,HGNC:2013,601507,protein-coding
1178,CLC,GAL10|Gal-10|LGALS10|LGALS10A|LPPL_HUMAN,19,ENSG00000105205,HGNC:2014,153310,protein-coding
1179,CLCA1,CACC|CACC1|CLCRG1|CaCC-1|GOB5|hCLCA1|hCaCC-1,1,ENSG00000016490,HGNC:2015,603906,protein-coding
1180,CLCN1,CLC1,7,ENSG00000188037,HGNC:2019,118425,protein-coding
1181,CLCN2,CIC-2|CLC2|ECA2|ECA3|EGI11|EGI3|EGMA|EJM6|EJM8|FHA2|FHII|HALD2|LKPAT|clC-2,3,ENSG00000114859,HGNC:2020,600570,protein-coding
1182,CLCN3,CLC3|ClC-3|NEDHYBA|NEDSBA,4,ENSG00000109572,HGNC:2021,600580,protein-coding
1183,CLCN4,CLC4|ClC-4|ClC-4A|MRX15|MRX49|MRXSRC,X,ENSG00000073464,HGNC:2022,302910,protein-coding
1184,CLCN5,CLC5|CLCK2|ClC-5|DENT1|DENTS|NPHL1|NPHL2|XLRH|XRN|hCIC-K2,X,ENSG00000171365,HGNC:2023,300008,protein-coding
1185,CLCN6,CLC-6|CONRIBA,1,ENSG00000011021,HGNC:2024,602726,protein-coding
1186,CLCN7,CLC-7|CLC7|HOD|OPTA2|OPTB4|PPP1R63,16,ENSG00000103249,HGNC:2025,602727,protein-coding
1187,CLCNKA,CLCK1|ClC-K1|hClC-Ka,1,ENSG00000186510,HGNC:2026,602024,protein-coding
1188,CLCNKB,CLCKB|ClC-K2|ClC-Kb,1,ENSG00000184908,HGNC:2027,602023,protein-coding
1191,CLU,AAG4|APO-J|APOJ|CLI|CLU1|CLU2|KUB1|NA1/NA2|SGP-2|SGP2|SP-40|TRPM-2|TRPM2,8,ENSG00000120885,HGNC:2095,185430,protein-coding
1192,CLIC1,CL1C1|CLCNL1|G6|NCC27,6,ENSG00000213719,HGNC:2062,602872,protein-coding
1193,CLIC2,CLCNL2|CLIC2b|MRXS32|XAP121,X,ENSG00000155962,HGNC:2063,300138,protein-coding
1195,CLK1,CLK|CLK/STY|STY,2,ENSG00000013441,HGNC:2068,601951,protein-coding
1196,CLK2,-,1,ENSG00000176444,HGNC:2069,602989,protein-coding
1197,CLK2P1,CLK2P,7,,HGNC:2070,,pseudo
1198,CLK3,PHCLK3|PHCLK3/152,15,ENSG00000179335,HGNC:2071,602990,protein-coding
1200,TPP1,CLN2|GIG1|LPIC|SCAR7|TPP-1,11,ENSG00000166340,HGNC:2073,607998,protein-coding
1201,CLN3,BTN1|BTS|JNCL,16,ENSG00000188603,HGNC:2074,607042,protein-coding
1203,CLN5,-,13,ENSG00000102805,HGNC:2076,608102,protein-coding
1204,CLNS1AP1,CLNS1B|ICln,6,ENSG00000213335,HGNC:2081,,pseudo
1207,CLNS1A,CLCI|CLNS1B|ICln,11,ENSG00000074201,HGNC:2080,602158,protein-coding
1208,CLPS,-,6,ENSG00000137392,HGNC:2085,120105,protein-coding
1209,CLPTM1,-,19,ENSG00000104853,HGNC:2087,604783,protein-coding
1211,CLTA,LCA,9,ENSG00000122705,HGNC:2090,118960,protein-coding
1212,CLTB,LCB,5,ENSG00000175416,HGNC:2091,118970,protein-coding
1213,CLTC,CHC|CHC17|CLH-17|CLTCL2|Hc|MRD56,17,ENSG00000141367,HGNC:2092,118955,protein-coding
1215,CMA1,CYH|MCT1|chymase,14,ENSG00000092009,HGNC:2097,118938,protein-coding
1218,CMD1B,CMPD1|FDC,9,,,600884,unknown
1230,CCR1,CD191|CKR-1|CKR1|CMKBR1|HM145|MIP1aR|SCYAR1,3,ENSG00000163823,HGNC:1602,601159,protein-coding
1232,CCR3,C C CKR3|CC-CKR-3|CD193|CKR 3|CKR3|CMKBR3,3,ENSG00000183625,HGNC:1604,601268,protein-coding
1233,CCR4,CC-CKR-4|CD194|CKR4|CMKBR4|ChemR13|HGCN:14099|K5-5,3,ENSG00000183813,HGNC:1605,604836,protein-coding
1234,CCR5,CC-CKR-5|CCCKR5|CCR-5|CD195|CKR-5|CKR5|CMKBR5|IDDM22,3,ENSG00000160791,HGNC:1606,601373,protein-coding
1235,CCR6,BN-1|C-C CKR-6|CC-CKR-6|CCR-6|CD196|CKR-L3|CKRL3|CMKBR6|DCR2|DRY6|GPR29|GPRCY4|STRL22,6,ENSG00000112486,HGNC:1607,601835,protein-coding
1236,CCR7,BLR2|CC-CKR-7|CCR-7|CD197|CDw197|CMKBR7|EBI1,17,ENSG00000126353,HGNC:1608,600242,protein-coding
1237,CCR8,CC-CKR-8|CCR-8|CDw198|CKRL1|CMKBR8|CMKBRL2|CY6|GPRCY6|TER1,3,ENSG00000179934,HGNC:1609,601834,protein-coding
1238,ACKR2,CCBP2|CCR10|CCR9|CMKBR9|D6|hD6,3,ENSG00000144648,HGNC:1565,602648,protein-coding
1240,CMKLR1,CHEMERINR|ChemR23|DEZ|ERV1|RVER1,12,ENSG00000174600,HGNC:2121,602351,protein-coding
1241,LTB4R,BLT1|BLTR|CMKRL1|GPR16|LTB4R1|LTBR1|P2RY7|P2Y7,14,ENSG00000213903,HGNC:6713,601531,protein-coding
1243,CMM,CMM1|DNS|FAMMM|MLM,1,,,155600,unknown
1244,ABCC2,ABC30|CMOAT|DJS|MRP2|cMRP,10,ENSG00000023839,HGNC:53,601107,protein-coding
1253,CMTX2,-,X,,,302801,unknown
1254,CMTX3,-,X,,,302802,unknown
1255,CNA1,-,12,,,121400,unknown
1257,CNC2,CNC,2,,,605244,unknown
1258,CNGB1,CNCG2|CNCG3L|CNCG4|CNG4|CNGB1B|GAR1|GARP|GARP2|RCNC2|RCNCb|RCNCbeta|RP45,16,ENSG00000070729,HGNC:2151,600724,protein-coding
1259,CNGA1,CNCG|CNCG1|CNG-1|CNG1|RCNC1|RCNCa|RCNCalpha|RP49,4,ENSG00000198515,HGNC:2148,123825,protein-coding
1260,CNGA2,CNCA|CNCA1|CNG2|OCNC1|OCNCALPHA|OCNCa,X,ENSG00000183862,HGNC:2149,300338,protein-coding
1261,CNGA3,ACHM2|CCNC1|CCNCa|CCNCalpha|CNCG3|CNG3,2,ENSG00000144191,HGNC:2150,600053,protein-coding
1262,CNGA4,CNCA2|CNG-4|CNG4|CNG5|CNGB2|OCNC2|OCNCBETA|OCNCb,11,ENSG00000132259,HGNC:2152,609472,protein-coding
1263,PLK3,CNK|FNK|PLK-3|PRK,1,ENSG00000173846,HGNC:2154,602913,protein-coding
1264,CNN1,HEL-S-14|SMCC|Sm-Calp,19,ENSG00000130176,HGNC:2155,600806,protein-coding
1265,CNN2,-,19,ENSG00000064666,HGNC:2156,602373,protein-coding
1266,CNN3,-,1,ENSG00000117519,HGNC:2157,602374,protein-coding
1267,CNP,CNP1|HLD20,17,ENSG00000173786,HGNC:2158,123830,protein-coding
1268,CNR1,CANN6|CB-R|CB1|CB1A|CB1K5|CB1R|CNR,6,ENSG00000118432,HGNC:2159,114610,protein-coding
1269,CNR2,CB-2|CB2|CX5,1,ENSG00000188822,HGNC:2160,605051,protein-coding
1270,CNTF,HCNTF,11,ENSG00000242689,HGNC:2169,118945,protein-coding
1271,CNTFR,-,9,ENSG00000122756,HGNC:2170,118946,protein-coding
1272,CNTN1,CMYO12|CMYP12|F3|GP135|MYPCN,12,ENSG00000018236,HGNC:2171,600016,protein-coding
1275,COD2,CORDX2,X,,,300085,unknown
1277,COL1A1,CAFYD|EDSARTH1|EDSC|OI1|OI2|OI3|OI4,17,ENSG00000108821,HGNC:2197,120150,protein-coding
1278,COL1A2,EDSARTH2|EDSCV|OI4,7,ENSG00000164692,HGNC:2198,120160,protein-coding
1279,COL1AR,COLR,15,,HGNC:2199,120340,unknown
1280,COL2A1,ANFH|AOM|COL11A3|SEDC|STL1,12,ENSG00000139219,HGNC:2200,120140,protein-coding
1281,COL3A1,EDS4A|EDSVASC|PMGEDSV,2,ENSG00000168542,HGNC:2201,120180,protein-coding
1282,COL4A1,BSVD|BSVD1|COL4A1s|PADMAL|RATOR,13,ENSG00000187498,HGNC:2202,120130,protein-coding
1283,CTD,-,-,,,300216,unknown
1284,COL4A2,BSVD2|ICH|POREN2,13,ENSG00000134871,HGNC:2203,120090,protein-coding
1285,COL4A3,ATS2|ATS3|ATS3A|ATS3B|BFH2,2,ENSG00000169031,HGNC:2204,120070,protein-coding
1286,COL4A4,ATS2|BFH|BFH1|CA44,2,ENSG00000081052,HGNC:2206,120131,protein-coding
1287,COL4A5,ASLN|ATS|ATS1|CA54,X,ENSG00000188153,HGNC:2207,303630,protein-coding
1288,COL4A6,CXDELq22.3|DELXq22.3|DFNX6,X,ENSG00000197565,HGNC:2208,303631,protein-coding
1289,COL5A1,EDSC|EDSCL1|FMDMF,9,ENSG00000130635,HGNC:2209,120215,protein-coding
1290,COL5A2,EDSC|EDSCL2,2,ENSG00000204262,HGNC:2210,120190,protein-coding
1291,COL6A1,BTHLM1|BTHLM1A|OPLL|UCHMD1|UCHMD1A,21,ENSG00000142156,HGNC:2211,120220,protein-coding
1292,COL6A2,BTHLM1|BTHLM1B|PP3610|UCMD1|UCMD1B,21,ENSG00000142173,HGNC:2212,120240,protein-coding
1293,COL6A3,BTHLM1|BTHLM1C|DYT27|UCMD1|UCMD1C,2,ENSG00000163359,HGNC:2213,120250,protein-coding
1294,COL7A1,EBD1|EBDCT|EBR1|NDNC8,3,ENSG00000114270,HGNC:2214,120120,protein-coding
1295,COL8A1,C3orf7,3,ENSG00000144810,HGNC:2215,120251,protein-coding
1296,COL8A2,FECD|FECD1|PPCD|PPCD2,1,ENSG00000171812,HGNC:2216,120252,protein-coding
1297,COL9A1,DJ149L1.1.2|EDM6|MED|STL4,6,ENSG00000112280,HGNC:2217,120210,protein-coding
1298,COL9A2,DJ39G22.4|EDM2|MED|STL5,1,ENSG00000049089,HGNC:2218,120260,protein-coding
1299,COL9A3,DJ885L7.4.1|EDM3|IDD|MED|STL6,20,ENSG00000092758,HGNC:2219,120270,protein-coding
1300,COL10A1,-,6,ENSG00000123500,HGNC:2185,120110,protein-coding
1301,COL11A1,CO11A1|COLL6|DFNA37|STL2,1,ENSG00000060718,HGNC:2186,120280,protein-coding
1302,COL11A2,DFNA13|DFNB53|FBCG2|HKE5|OSMEDA|OSMEDB|PARP|STL3,6,ENSG00000204248,HGNC:2187,120290,protein-coding
1303,COL12A1,BA209D8.1|BTHLM2|COL12A1L|DJ234P15.1|EDSMYP|UCMD2,6,ENSG00000111799,HGNC:2188,120320,protein-coding
1305,COL13A1,CMS19|COLXIIIA1,10,ENSG00000197467,HGNC:2190,120350,protein-coding
1306,COL15A1,-,9,ENSG00000204291,HGNC:2192,120325,protein-coding
1307,COL16A1,447AA|FP1572,1,ENSG00000084636,HGNC:2193,120326,protein-coding
1308,COL17A1,BA16H23.2|BP180|BPA-2|BPAG2|ERED|JEB4|LAD-1,10,ENSG00000065618,HGNC:2194,113811,protein-coding
1310,COL19A1,COL9A1L|D6S228E,6,ENSG00000082293,HGNC:2196,120165,protein-coding
1311,COMP,CTS2|EDM1|EPD1|MED|PSACH|THBS5|TSP-5|TSP5,19,ENSG00000105664,HGNC:2227,600310,protein-coding
1312,COMT,HEL-S-98n,22,ENSG00000093010,HGNC:2228,116790,protein-coding
1314,COPA,AIAISD|AILJK|HEP-COP|alpha-COP,1,ENSG00000122218,HGNC:2230,601924,protein-coding
1315,COPB1,BARMACS|COPB,11,ENSG00000129083,HGNC:2231,600959,protein-coding
1316,KLF6,BCD1|CBA1|COPEB|CPBP|GBF|PAC1|ST12|ZF9,10,ENSG00000067082,HGNC:2235,602053,protein-coding
1317,SLC31A1,COPT1|CTR1|NSCT,9,ENSG00000136868,HGNC:11016,603085,protein-coding
1318,SLC31A2,COPT2|CTR2|hCTR2,9,ENSG00000136867,HGNC:11017,603088,protein-coding
1319,CORD1,CORD|CRD1,18,,,600624,unknown
1325,CORT,CST-14|CST-17|CST-29|SST2,1,ENSG00000241563,HGNC:2257,602784,protein-coding
1326,MAP3K8,AURA2|COT|EST|ESTF|MEKK8|TPL2|Tpl-2|c-COT,10,ENSG00000107968,HGNC:6860,191195,protein-coding
1327,COX4I1,COX IV-1|COX4|COX4-1|COXIV|COXIV-1|MC4DN16,16,ENSG00000131143,HGNC:2265,123864,protein-coding
1329,COX5B,COXVB,2,ENSG00000135940,HGNC:2269,123866,protein-coding
1330,COX5BP1,COX5BL1,4,,HGNC:2270,,pseudo
1331,COX5BP2,COX5BL2,6,ENSG00000213111,HGNC:2271,,pseudo
1332,COX5BP3,COX5BL3,7,,HGNC:2272,,pseudo
1333,COX5BP4,COX5BL4,11,,HGNC:2273,,pseudo
1336,COX5BP7,COX5BL7,22,,HGNC:2276,,pseudo
1337,COX6A1,CMTRID|COX6A|COX6AL,12,ENSG00000111775,HGNC:2277,602072,protein-coding
1338,COX6A1P1,COX6A1P,1,,HGNC:2278,,pseudo
1339,COX6A2,COX6AH|COXVIAH|COXVIa-M|MC4DN18,16,ENSG00000156885,HGNC:2279,602009,protein-coding
1340,COX6B1,COX6B|COXG|COXVIb1|MC4DN7,19,ENSG00000126267,HGNC:2280,124089,protein-coding
1342,COX6B1P2,COX6BP-2|COX6BP2,17,,HGNC:2282,,pseudo
1343,COX6B1P3,COX6BP-3|COX6BP3,22,,HGNC:2283,,pseudo
1345,COX6C,-,8,ENSG00000164919,HGNC:2285,124090,protein-coding
1346,COX7A1,COX7A|COX7AH|COX7AM,19,ENSG00000161281,HGNC:2287,123995,protein-coding
1347,COX7A2,COX7AL|COX7AL1|COXVIIAL|COXVIIa-L|VIIAL,6,ENSG00000112695,HGNC:2288,123996,protein-coding
1348,COX7A2P2,COX7A3|COX7AL|COX7AL2|COX7AP2,4,,HGNC:2290,123997,pseudo
1349,COX7B,APLCC|LSDMCA2,X,ENSG00000131174,HGNC:2291,300885,protein-coding
1350,COX7C,-,5,ENSG00000127184,HGNC:2292,603774,protein-coding
1351,COX8A,COX|COX8|COX8-2|COX8L|MC4DN15|VIII|VIII-L,11,ENSG00000176340,HGNC:2294,123870,protein-coding
1352,COX10,MC4DN3,17,ENSG00000006695,HGNC:2260,602125,protein-coding
1353,COX11,COX11P|MC4DN23,17,ENSG00000166260,HGNC:2261,603648,protein-coding
1355,COX15,CEMCOX2|HAS|MC4DN6,10,ENSG00000014919,HGNC:2263,603646,protein-coding
1356,CP,AB073614|CP-2,3,ENSG00000047457,HGNC:2295,117700,protein-coding
1357,CPA1,CPA,7,ENSG00000091704,HGNC:2296,114850,protein-coding
1358,CPA2,-,7,ENSG00000158516,HGNC:2297,600688,protein-coding
1359,CPA3,MC-CPA,3,ENSG00000163751,HGNC:2298,114851,protein-coding
1360,CPB1,CPB|PASP|PCPB,3,ENSG00000153002,HGNC:2299,114852,protein-coding
1361,CPB2,CPU|PCPB|TAFI,13,ENSG00000080618,HGNC:2300,603101,protein-coding
1362,CPD,GP180,17,ENSG00000108582,HGNC:2301,603102,protein-coding
1363,CPE,BDVS|CPH|IDDHH,4,ENSG00000109472,HGNC:2303,114855,protein-coding
1364,CLDN4,CPE-R|CPER|CPETR|CPETR1|WBSCR8|hCPE-R,7,ENSG00000189143,HGNC:2046,602909,protein-coding
1365,CLDN3,C7orf1|CPE-R2|CPETR2|HRVP1|RVP1,7,ENSG00000165215,HGNC:2045,602910,protein-coding
1366,CLDN7,CEPTRL2|CLDN-7|CPETRL2|Hs.84359|claudin-1,17,ENSG00000181885,HGNC:2049,609131,protein-coding
1368,CPM,-,12,ENSG00000135678,HGNC:2311,114860,protein-coding
1369,CPN1,CPN|SCPN,10,ENSG00000120054,HGNC:2312,603103,protein-coding
1370,CPN2,ACBP,3,ENSG00000178772,HGNC:2313,603104,protein-coding
1371,CPOX,COX|CPO|CPX|HARPO|HCP,3,ENSG00000080819,HGNC:2321,612732,protein-coding
1373,CPS1,CPSASE1|GATD6|PHN,2,ENSG00000021826,HGNC:2323,608307,protein-coding
1374,CPT1A,CPT1|CPT1-L|L-CPT1,11,ENSG00000110090,HGNC:2328,600528,protein-coding
1375,CPT1B,CPT1-M|CPT1M|CPTI|CPTI-M|M-CPT1|MCCPT1|MCPT1,22,ENSG00000205560,HGNC:2329,601987,protein-coding
1376,CPT2,CPT1|CPTASE|IIAE4,1,ENSG00000157184,HGNC:2330,600650,protein-coding
1378,CR1,C3BR|C4BR|CD35|KN,1,ENSG00000203710,HGNC:2334,120620,protein-coding
1379,CR1L,-,1,ENSG00000197721,HGNC:2335,605886,protein-coding
1380,CR2,C3DR|CD21|CR|CVID7|SLEB9,1,ENSG00000117322,HGNC:2336,120650,protein-coding
1381,CRABP1,CRABP|CRABP-I|CRABPI|RBP5,15,ENSG00000166426,HGNC:2338,180230,protein-coding
1382,CRABP2,CRABP-II|RBP6,1,ENSG00000143320,HGNC:2339,180231,protein-coding
1384,CRAT,CAT|CAT1|NBIA8,9,ENSG00000095321,HGNC:2342,600184,protein-coding
1385,CREB1,CREB|CREB-1,2,ENSG00000118260,HGNC:2345,123810,protein-coding
1386,ATF2,CRE-BP1|CREB-2|CREB2|HB16|TREB7,2,ENSG00000115966,HGNC:784,123811,protein-coding
1387,CREBBP,CBP|KAT3A|MKHK1|RSTS|RSTS1,16,ENSG00000005339,HGNC:2348,600140,protein-coding
1388,ATF6B,ATF6beta|CREB-RP|CREBL1|G13,6,ENSG00000213676,HGNC:2349,600984,protein-coding
1389,CREBL2,-,12,ENSG00000111269,HGNC:2350,603476,protein-coding
1390,CREM,CREM-2|ICER|hCREM-2,10,ENSG00000095794,HGNC:2352,123812,protein-coding
1392,CRH,CRF|CRH1,8,ENSG00000147571,HGNC:2355,122560,protein-coding
1393,CRHBP,CRF-BP|CRFBP,5,ENSG00000145708,HGNC:2356,122559,protein-coding
1394,CRHR1,CRF-R|CRF-R-1|CRF-R1|CRF1|CRFR-1|CRFR1|CRH-R-1|CRH-R1|CRHR|CRHR1L,17,ENSG00000120088,HGNC:2357,122561,protein-coding
1395,CRHR2,CRF-RB|CRF2|CRFR2|HM-CRF,7,ENSG00000106113,HGNC:2358,602034,protein-coding
1396,CRIP1,CRHP|CRIP|CRP-1|CRP1,14,ENSG00000213145,HGNC:2360,123875,protein-coding
1397,CRIP2,CRIP|CRP2|ESP1,14,ENSG00000182809,HGNC:2361,601183,protein-coding
1398,CRK,CRKII|p38,17,ENSG00000167193,HGNC:2362,164762,protein-coding
1399,CRKL,-,22,ENSG00000099942,HGNC:2363,602007,protein-coding
1400,CRMP1,CRMP-1|DPYSL1|DRP-1|DRP1|ULIP-3,4,ENSG00000072832,HGNC:2365,602462,protein-coding
1401,CRP,PTX1,1,ENSG00000132693,HGNC:2367,123260,protein-coding
1404,HAPLN1,CRT1|CRTL1,5,ENSG00000145681,HGNC:2380,115435,protein-coding
1406,CRX,CORD2|CRD|LCA7|OTX3,19,ENSG00000105392,HGNC:2383,602225,protein-coding
1407,CRY1,DSPD|PHLL1,12,ENSG00000008405,HGNC:2384,601933,protein-coding
1408,CRY2,HCRY2|PHLL2,11,ENSG00000121671,HGNC:2385,603732,protein-coding
1409,CRYAA,CRYA1|CTRCT9|HSPB4,21,ENSG00000160202,HGNC:2388,123580,protein-coding
